Id,SalePrice
1461,120062.78129826518
1462,135872.8189052137
1463,174887.32821153832
1464,182171.2190433071
1465,199141.66484490034
1466,179982.1778296558
1467,163179.58854681288
1468,175039.76665757838
1469,180043.92088154008
1470,119507.1982074262
1471,181585.53681788244
1472,90212.36372681629
1473,89440.61005331212
1474,156229.8747135136
1475,152485.43962866947
1476,415039.70019773464
1477,254871.623191446
1478,320436.2095051399
1479,300502.0495589766
1480,470690.5562440184
1481,315037.17672261375
1482,223114.4036911654
1483,180845.73385886647
1484,171327.7510924476
1485,166861.99558791184
1486,204008.45520941346
1487,347874.7251192481
1488,250853.47357020515
1489,200268.07329271318
1490,191964.98005866943
1491,193469.92317420532
1492,95746.77937774327
1493,181512.37743466243
1494,300685.7719821741
1495,275467.4309702858
1496,211789.0726270667
1497,181010.5022857738
1498,152415.23456933053
1499,149991.5758375116
1500,149709.67656744446
1501,171898.26111747377
1502,151380.15608602273
1503,283813.3020421984
1504,228306.58426010434
1505,208733.81861331145
1506,171580.80779163493
1507,217688.23026683493
1508,193425.13903901642
1509,162519.08516088757
1510,142573.42118844757
1511,148107.43786750795
1512,154094.40138389816
1513,154722.55759235224
1514,149527.76811185767
1515,170668.60436681338
1516,165747.68941639204
1517,153319.8631671062
1518,133470.52082275914
1519,222428.63824632458
1520,138144.08126931553
1521,138870.7533645467
1522,166068.95788395772
1523,120969.54643318614
1524,122001.00311774839
1525,121731.0818776556
1526,129551.29242981203
1527,90486.59618032833
1528,132642.90002143587
1529,135860.30303002612
1530,159272.09325396921
1531,116147.27654316896
1532,103874.53470204308
1533,125743.66602358028
1534,122881.32672130522
1535,142314.76889529554
1536,108448.85871068506
1537,78279.55269988294
1538,178867.22624162532
1539,195322.89789590548
1540,128096.88709074752
1541,141353.1865577997
1542,135597.90720842694
1543,225481.74580613108
1544,78511.64301513984
1545,90345.3230408049
1546,113865.46810273927
1547,129859.56774324663
1548,119803.65616224267
1549,101336.98790079851
1550,146217.6627277109
1551,112330.26495203392
1552,133094.1359762518
1553,135819.15234298364
1554,115530.08754870102
1555,164979.99072455332
1556,111601.86556430839
1557,115306.53664558691
1558,96414.45395398099
1559,94070.2301805734
1560,139517.68173845514
1561,131913.16610694796
1562,130257.34991015935
1563,118289.52449799053
1564,156133.94870440935
1565,155168.6492736393
1566,208085.4470909675
1567,88713.98906413896
1568,220499.72366832328
1569,125552.79973210976
1570,121125.55612600227
1571,128898.04405799642
1572,144601.07490661315
1573,245986.50568963535
1574,148735.93671631394
1575,200089.21254020868
1576,196726.2025687596
1577,205227.3024097904
1578,146249.93950129347
1579,142552.5670028872
1580,189824.8445309245
1581,141382.42247206887
1582,123439.04938655181
1583,320864.17697702534
1584,243742.27425702295
1585,137608.29613703047
1586,76005.51613137627
1587,102031.48609682012
1588,143138.16600698305
1589,105903.93991129521
1590,131772.7561344929
1591,111173.09545956079
1592,124237.65995057899
1593,114608.43622177787
1594,117995.89042621835
1595,135159.03838916135
1596,248951.31308047444
1597,165703.32073314552
1598,177673.23067155373
1599,169570.92241554728
1600,180256.43083515883
1601,66188.90290808205
1602,97811.72591772376
