Id,SalePrice
1461,101964.03125262973
1462,156290.55563845
1463,175102.17530961486
1464,184315.21473051165
1465,191728.86482580297
1466,178002.79137097028
1467,160463.65876027974
1468,170838.48633669358
1469,203347.6243502616
1470,109152.13275306746
1471,181700.64086469196
1472,97968.33743292528
1473,94991.26954862016
1474,145827.64399769585
1475,118588.70566019439
1476,371888.7514484461
1477,258698.5509431106
1478,335612.5814614899
1479,322813.83790718374
1480,513413.87171969435
1481,308561.9406363398
1482,226375.44338800627
1483,195908.97450579779
1484,169638.1497445305
1485,191513.13302843343
1486,212991.2452418242
1487,329298.9376222703
1488,264261.4170712953
1489,192836.54491500006
1490,214869.02069540613
1491,207079.33242637842
1492,97948.73809531512
1493,193694.8092081631
1494,292851.85983079183
1495,282294.6477967274
1496,217917.9093779601
1497,186626.75662617077
1498,160902.7739313068
1499,156754.0584426465
1500,150040.68665356367
1501,175952.16023422085
1502,148231.78909189985
1503,279152.2274111389
1504,232176.76821528818
1505,217394.45403103923
1506,182475.2360686177
1507,231861.48174570233
1508,194043.12916979968
1509,155391.5738132871
1510,139652.78306018029
1511,142134.1910399727
1512,160569.12574324376
1513,149790.31956251236
1514,161997.6195584572
1515,204410.29768780095
1516,158544.57201299912
1517,164997.47011940827
1518,149176.74595661717
1519,218089.86280432396
1520,123257.81170487501
1521,129113.63716170144
1522,180382.66773812746
1523,114538.13503282412
1524,109752.06808681814
1525,114080.93745100278
1526,118128.43334754302
1527,108676.08105801696
1528,139235.32929819135
1529,129770.96146842264
1530,174241.99486668475
1531,120497.3485397891
1532,90481.66425155828
1533,128766.65166679358
1534,122708.93024442386
1535,153831.20893575344
1536,109119.5231769901
1537,83363.69412781032
1538,162253.62940417771
1539,172263.72487220567
1540,113132.37986529047
1541,137470.49189564606
1542,127829.94196390144
1543,207917.50179887426
1544,81893.69051412486
1545,104039.59860057816
1546,122000.13087980569
1547,129357.01514989386
1548,116096.74629093292
1549,104014.90353005903
1550,120033.3765423316
1551,112809.86908279831
1552,125474.18874912176
1553,141265.0668804967
1554,112271.22928060366
1555,170300.3532031823
1556,112501.5272062076
1557,118389.17444086271
1558,106294.91235887374
1559,92402.093661568
1560,120143.48406418497
1561,140995.7642886018
1562,125658.9211823175
1563,109119.57846126266
1564,167546.8530492474
1565,152395.99866760444
1566,231984.7353149225
1567,93418.91071334139
1568,218500.66873412012
1569,126863.87178840824
1570,142793.06398400606
1571,130646.06110566684
1572,134799.31043430115
1573,258685.16897330637
1574,137951.01383007166
1575,229472.9527727326
1576,226113.01791789645
1577,190918.86900680713
1578,145354.1798421874
1579,138500.20917428084
1580,196734.88577881388
1581,143025.46418199045
1582,116387.29201761556
1583,303056.4689655945
1584,230556.63578000278
1585,131598.5022317248
1586,81300.82326747346
1587,104195.30108846667
1588,135408.2268196721
1589,107540.84801700979
1590,136402.01528797837
1591,97025.80049311467
1592,125984.22523933229
1593,120709.18233500446
1594,109180.4040579006
1595,130593.45029185832
1596,231957.60352814343
1597,177799.55819440907
1598,199259.5565502981
1599,162668.01599209837
1600,171023.25066221785
1601,60990.027010659694
1602,110844.35701916962
1603,76836.55499809481
1604,222257.32001223054
1605,257080.3044045241
1606,166326.2833212356
1607,194477.83252693116
1608,228120.4006086524
1609,193496.87920358698
1610,148839.61341150268
1611,151476.84527067945
1612,184718.16669142473
1613,171354.68034020645
1614,103660.30120218334
1615,80278.50950087147
1616,81965.59594553265
1617,86642.45538240288
1618,116998.70899778194
1619,134161.73770893336
1620,167686.2526917954
1621,144990.56802392763
1622,131866.8460010758
1623,266831.4718896863
1624,209901.5179927264
1625,119044.1155227878
1626,173857.17158505716
1627,182510.909975582
1628,280780.99191262247
1629,180206.94232363766
1630,320250.9634485642
1631,202558.07198696173
1632,233403.3271044626
1633,173915.74784035078
1634,182945.63329651734
1635,178377.81103121035
1636,171301.8503591344
1637,179368.3532841317
1638,217209.05472008284
1639,184873.8171212468
1640,250245.9364779137
1641,184578.75248120556
1642,227957.6851571564
1643,236675.0040974543
1644,234451.85179859973
1645,183918.37077121087
1646,149875.4255589562
1647,165294.9997613206
1648,134217.1900283028
1649,127836.56708065396
1650,106543.28794234416
1651,117031.27357767388
1652,98546.93089748807
1653,97685.11054939775
1654,147052.88784716174
1655,142069.06055615772
1656,145525.29817415655
1657,148214.6854840594
1658,148322.95934372008
1659,113813.62980242357
1660,149148.67550875078
1661,451376.204245442
1662,367265.1173227466
1663,378899.8188534806
1664,513394.9448234513
1665,340508.893099599
1666,322001.80462981615
1667,357354.2411008215
1668,337587.84206777374
1669,303640.05454461626
1670,351141.9940831709
1671,257248.8878225308
1672,432493.95203035744
1673,284104.1861497435
1674,269939.4582394254
1675,195275.57659796678
1676,185213.7766493386
1677,217150.77987359907
1678,478257.7341102833
1679,368900.7776652432
1680,328342.4365748451
1681,283678.87897180783
1682,298993.01363368705
1683,199453.7520964719
1684,201801.8472173372
1685,187141.60224705838
1686,183333.94670099718
1687,186545.47240687377
1688,211317.2618268642
1689,209639.56532466222
1690,200347.37128794153
1691,189589.62824472427
1692,272861.17201513285
1693,178111.0083350111
1694,174015.15557250654
1695,172148.64552297007
1696,272488.7009874258
1697,165661.47378007177
1698,328650.7518066873
1699,324743.22982928925
1700,233419.6359252523
1701,266840.87155274546
1702,267978.7055938533
1703,274618.14258503483
1704,278684.80769891397
1705,245800.9206617526
1706,437525.1182132704
1707,216710.73866431956
1708,205453.00439780878
1709,284503.0863858688
1710,233349.37942696817
1711,262801.966149023
1712,274001.9750425582
1713,263953.6878343265
1714,214692.09578614857
1715,197518.01815749324
1716,197239.40833101227
1717,186423.0495766338
1718,154907.22753984417
1719,209802.87234694514
1720,246707.34172777718
1721,192084.3544304134
1722,148139.44863661294
1723,158581.6610757767
1724,219688.26870867918
1725,233550.74263205644
1726,180275.17287439617
1727,174274.65035402446
1728,187949.70280966128
1729,156758.09303533167
1730,161242.8878087372
1731,121799.53954339527
1732,113136.38540609524
1733,108199.37433113171
1734,115606.82257509122
1735,125290.25437743016
1736,109617.32574820952
1737,305739.5538872071
1738,225946.84555890822
1739,266783.2978500589
1740,214935.23447093487
1741,184044.4120441635
1742,167840.83974361862
1743,175096.30269326206
1744,287028.728052374
1745,230610.14398891176
1746,212177.63528612116
1747,210326.9829248588
1748,217603.0631951532
1749,154128.60742746232
1750,142457.12333231507
1751,253633.56952405936
1752,107960.09399009848
1753,157327.69201397634
1754,200852.68030837039
